,Case Number,Date,Year,Month,Hour,Place,Area,Location,Activity,Sex,Fatal
2737,1982.09.30.a,1982.09.30,1982,09,14:50,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",Surfing,M,0
2738,1982.09.27,1982.09.27,1982,09,13:30,USA,Florida,"Patrick Air Force Base, Brevard County",Surfing,M,0
2739,1982.09.25,1982.09.25,1982,09,Unknown,USA,California,"Monastery Beach, Carmel Bay, Monterey County",Diving,M,0
2740,1982.09.19,1982.09.19,1982,09,14:30,USA,California,"Bear Harbor, Mendocino County",Diving,M,0
2741,1982.09.04,1982.09.04,1982,09,Unknown,USA,Florida,"Hollywood Beach, Broward County",Others,M,1
2742,1982.08.29.c,1982.08.29,1982,08,Unknown,JAPAN,Kumamoto Prefecture,Ariake Bay,Others,M,1
2743,1982.08.29.b,1982.08.29,1982,08,10:20,USA,California,"Morro Rock, Morro Bay, San Obispo County",Surfing,M,0
2744,1982.08.29.a,1982.08.29,1982,08,12:00,SOUTH AFRICA,Western Cape Province,Langebaan,Swimming,F,0
2745,1982.08.00,1982.08.00,1982,08,Unknown,TUNISIA,,"Skanes, near Monaster",Surfing,M,0
2746,1982.07.31,1982.07.31,1982,07,16:00,SOUTH AFRICA,KwaZulu-Natal,Amanzimtoti,Others,M,0
2747,1982.07.24.b,1982.07.24,1982,07,16:00,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",Others,M,0
2748,1982.07.24.a,1982.07.24,1982,07,11:00,USA,California,"Point Buchon, San Luis Obispo County",Others,M,0
2749,1982.07.19,1982.07.19,1982,07,Unknown,USA,Florida,"Stuart Beach, Martin County",Swimming,M,0
2750,1982.07.11,1982.07.11,1982,07,Unknown,USA,California,"Malibu, Los Angeles County",Swimming,M,0
2751,1982.07.01,1982.07.01,1982,07,14:30,USA,Florida,"Daytona Beach, Volusia County",Swimming,F,0
2752,1982.07.00,1982.07.00,1982,07,Unknown,NEW CALEDONIA,South Province,"Sarcelle, Isle of Pines",Others,,0
2753,1982.06.29,1982.06.29,1982,06,09:30,SOUTH AFRICA,Eastern Cape Province,Ntlonyana Bay,Surfing,M,1
2754,1982.06.26.b,1982.06.26,1982,06,16:30,USA,South Carolina,"Isle of Palms, Charleston County",Swimming,M,0
2755,1982.06.26.a,1982.06.26,1982,06,Unknown,BAHAMAS,Andros Islands,North Rat Cay Reef,Fishing,M,0
2756,1982.06.25,1982.06.25,1982,06,11:00,USA,Florida,"Ormond Beachaytona Beach, Volusia County",Others,F,0
2757,1982.06.13,1982.06.13,1982,06,Unknown,USA,Hawaii,"Ho'okipa Beach, Pa'ia, Maui",Others,M,0
2758,1982.05.00,1982.05.00,1982,05,Unknown,USA,South Carolina,"Daws Island, Broad River (near Beaufort)",Others,F,1
2759,1982.03.10,1982.03.10,1982,03,14:00,USA,Florida,"Palm Beach, Palm Beach County",Surfing,M,0
2760,1982.03.07,1982.03.07,1982,03,12:00,AUSTRALIA,New South Wales,"Tallow Beach, Byron Bay",Surfing,M,1
2761,1982.03.00,1982.03.00,1982,03,Unknown,NEW CALEDONIA,,,Fishing,,0
2762,1982.02.28,1982.02.28,1982,02,Unknown,AUSTRALIA,Tasmania,South Cape Bay,Fishing,M,1
2763,1982.02.27,1982.02.27,1982,02,Unknown,USA,Florida,"Hobe Sound, Palm Beach County",Surfing,M,0
2764,1982.02.17,1982.02.17,1982,02,Unknown,SOUTH AFRICA,Western Cape Province,Mossel Bay,Fishing,M,0
2765,1982.02.14.b,1982.02.14,1982,02,Unknown,USA,Hawaii,"White Plains Beach, Barbers Point, O'ahu",Others,F,0
2766,1982.02.14.a,1982.02.14,1982,02,Unknown,USA,Hawaii,"White Plains Beach, Barbers Point, O'ahu",Swimming,F,0
2767,1982.02.13,1982.02.13,1982,02,Unknown,USA,Florida,"Palm Beach, Palm Beach County",Swimming,F,1
2768,1982.02.07.a,1982.02.07,1982,02,11:00,USA,California,"Stillwater Cove, Sonoma County",Diving,M,0
2769,1982.02.07..b,1982.02.07.,1982,02,Unknown,USA,Florida,Elliot Key,Diving,M,1
2770,1982.01.29,1982.01.29,1982,01,16:30,SOUTH AFRICA,Eastern Cape Province,Mpekeweni,Swimming,M,0
2774,1981.12.19,1981.12.19,1981,12,Unknown,USA,California,"South Moss Beach, Spanish Bay, Monterey Peninsula",Surfing,M,1
2775,1981.12.13.b,1981.12.13,1981,12,Unknown,AUSTRALIA,Queensland,Green Island,Others,,0
2776,1981.12.13.a,1981.12.13,1981,12,Unknown,USA,Hawaii,"Nimitz Beach, Barbers Point, O'ahu",Surfing,M,0
2777,1981.11.30,1981.11.30,1981,11,Unknown,REUNION,Saint-Philippe,Vicendo,Fishing,M,0
2778,1981.10.19.b,1981.10.19,1981,10,Unknown,SOUTH AFRICA,Western Cape Province,Mossel Bay,Others,M,0
